rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,failed_practice,weighted_accuracy
4457.20000000298,,directmemory_phase6,4780340,,,,object_11c.png,,,51,,,1,,object_13b.png,object_15c.png,object_15b.png,object_15b.png,,0.9146341463414634,,1
8304.5,,directmemory_phase6,4788648,,,,object_14c.png,,,51,,,1,,object_12a.png,object_11c.png,object_06b.png,object_06b.png,,0.9156626506024096,,1
3703.5,,directmemory_phase6,4792355,,,,object_01b.png,,,50,,,1,,object_05a.png,object_05b.png,object_11a.png,object_05b.png,,0.9166666666666666,,1
2553.39999999851,,directmemory_phase6,4794911,,,,object_05a.png,,,51,,,1,,object_13a.png,object_08c.png,object_06a.png,object_06a.png,,0.9176470588235294,,1
7790.5,,directmemory_phase6,4802704,,,,object_05c.png,,,51,,,1,,object_05b.png,object_09c.png,object_12b.png,object_12b.png,,0.9186046511627907,,1
1817.6999999955297,,directmemory_phase6,4804526,,,,object_07c.png,,,51,,,1,,object_05b.png,object_05a.png,object_09b.png,object_09b.png,,0.9195402298850575,,1
3654.7000000029802,,directmemory_phase6,4808184,,,,object_10b.png,,,51,,,1,,object_05a.png,object_13b.png,object_02b.png,object_02b.png,,0.9204545454545454,,1
3817.2999999970198,,directmemory_phase6,4812004,,,,object_07a.png,,,49,,,1,,object_10c.png,object_14b.png,object_07c.png,object_10c.png,,0.9213483146067416,,1
6044.0999999940395,,directmemory_phase6,4818052,,,,object_01a.png,,,50,,,1,,object_09c.png,object_04b.png,object_10b.png,object_04b.png,,0.9222222222222223,,1
null,,thebreak,4818160,,,,<p></p>,,,null,,,,,,,,,,,,
15586.20000000298,,intro_0,4833748,,,,instruct,,,32,,,,,,,,,,,,
null,,learn_phase(without_color)7,4837253,,,,black_plus_sign,,,null,object_10c.png,object_07a.png,,,,,,,,,,
null,,black_cross(without_color)7,4838281,,,,blue,,,null,object_10c.png,object_07a.png,,,,,,,,,,
null,,rt_plussign_withcolor7,4838792,,,,blue,,,null,object_10c.png,object_07a.png,,,,,,,,,,
1262.5,,rt_thecrossant_black7,4839790,,,,black_plus_sign,,,49,,,1,,,,,,,1,,
null,,color_black7,4839896,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)7,4843402,,,,black_plus_sign,,,null,object_01a.png,object_04b.png,,,,,,,,,,
null,,black_cross(without_color)7,4844008,,,,green,,,null,object_01a.png,object_04b.png,,,,,,,,,,
null,,rt_plussign_withcolor7,4844518,,,,green,,,null,object_01a.png,object_04b.png,,,,,,,,,,
1383.5,,rt_thecrossant_black7,4845940,,,,black_plus_sign,,,50,,,1,,,,,,,1,,
null,,color_black7,4846049,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)7,4849562,,,,black_plus_sign,,,null,object_14c.png,object_06b.png,,,,,,,,,,
null,,black_cross(without_color)7,4850389,,,,green,,,null,object_14c.png,object_06b.png,,,,,,,,,,
null,,rt_plussign_withcolor7,4850901,,,,green,,,null,object_14c.png,object_06b.png,,,,,,,,,,
null,,rt_thecrossant_black7,4852096,,,,black_plus_sign,,,null,,,,,,,,,,1,,
null,,warning_page,4857113,,,,warning,,,null,,,,,,,,,,,,
null,,color_black7,4857252,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)7,4860758,,,,black_plus_sign,,,null,object_01c.png,object_03a.png,,,,,,,,,,
null,,black_cross(without_color)7,4861697,,,,blue,,,null,object_01c.png,object_03a.png,,,,,,,,,,
null,,rt_plussign_withcolor7,4862210,,,,blue,,,null,object_01c.png,object_03a.png,,,,,,,,,,
1119.7000000029802,,rt_thecrossant_black7,4863292,,,,black_plus_sign,,,49,,,1,,,,,,,1,,
null,,color_black7,4863401,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)7,4866914,,,,black_plus_sign,,,null,object_14b.png,object_09c.png,,,,,,,,,,
null,,black_cross(without_color)7,4867798,,,,green,,,null,object_14b.png,object_09c.png,,,,,,,,,,
451.20000000298023,,rt_plussign_withcolor7,4868311,,,,green,,,50,object_14b.png,object_09c.png,,,,,,,,,,
null,,rt_thecrossant_black7,4869445,,,,black_plus_sign,,,null,,,1,,,,,,,1,,
null,,color_black7,4869554,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)7,4873059,,,,black_plus_sign,,,null,object_02b.png,object_10b.png,,,,,,,,,,
null,,black_cross(without_color)7,4873896,,,,green,,,null,object_02b.png,object_10b.png,,,,,,,,,,
null,,rt_plussign_withcolor7,4874407,,,,green,,,null,object_02b.png,object_10b.png,,,,,,,,,,
1002.0999999940395,,rt_thecrossant_black7,4875580,,,,black_plus_sign,,,50,,,1,,,,,,,1,,
null,,color_black7,4875690,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)7,4879203,,,,black_plus_sign,,,null,object_11a.png,object_08c.png,,,,,,,,,,
null,,black_cross(without_color)7,4880117,,,,green,,,null,object_11a.png,object_08c.png,,,,,,,,,,
499.20000000298023,,rt_plussign_withcolor7,4880619,,,,green,,,50,object_11a.png,object_08c.png,,,,,,,,,,
null,,rt_thecrossant_black7,4881721,,,,black_plus_sign,,,null,,,1,,,,,,,1,,
null,,color_black7,4881829,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)7,4885346,,,,black_plus_sign,,,null,object_15c.png,object_13b.png,,,,,,,,,,
null,,black_cross(without_color)7,4886443,,,,blue,,,null,object_15c.png,object_13b.png,,,,,,,,,,
null,,rt_plussign_withcolor7,4886960,,,,blue,,,null,object_15c.png,object_13b.png,,,,,,,,,,
1116.5,,rt_thecrossant_black7,4887891,,,,black_plus_sign,,,49,,,1,,,,,,,1,,
null,,color_black7,4888001,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)7,4891508,,,,black_plus_sign,,,null,object_06a.png,object_05a.png,,,,,,,,,,
null,,black_cross(without_color)7,4892300,,,,blue,,,null,object_06a.png,object_05a.png,,,,,,,,,,
null,,rt_plussign_withcolor7,4892817,,,,blue,,,null,object_06a.png,object_05a.png,,,,,,,,,,
1398.3999999985099,,rt_thecrossant_black7,4894043,,,,black_plus_sign,,,49,,,1,,,,,,,1,,
null,,color_black7,4894152,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)7,4897663,,,,black_plus_sign,,,null,object_13c.png,object_12a.png,,,,,,,,,,
null,,black_cross(without_color)7,4898520,,,,green,,,null,object_13c.png,object_12a.png,,,,,,,,,,
null,,rt_plussign_withcolor7,4899033,,,,green,,,null,object_13c.png,object_12a.png,,,,,,,,,,
902.3000000044703,,rt_thecrossant_black7,4900195,,,,black_plus_sign,,,50,,,1,,,,,,,1,,
null,,color_black7,4900303,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)7,4903822,,,,black_plus_sign,,,null,object_13a.png,object_10a.png,,,,,,,,,,
null,,black_cross(without_color)7,4904882,,,,green,,,null,object_13a.png,object_10a.png,,,,,,,,,,
